PIXEL_INDEX,MIN_LAT,MAX_LAT,MIN_LON,MAX_LON,AM,NEUTRON_DEN,W_MGO,W_AL2O3,W_SIO2,W_CAO,W_TIO2,W_FEO,W_K,W_TH,W_U,"E[0,0]","E[0,1]","E[0,2]","E[0,3]","E[0,4]","E[0,5]","E[0,6]","E[0,7]","E[0,8]","E[1,1]","E[1,2]","E[1,3]","E[1,4]","E[1,5]","E[1,6]","E[1,7]","E[1,8]","E[2,2]","E[2,3]","E[2,4]","E[2,5]","E[2,6]","E[2,7]","E[2,8]","E[3,3]","E[3,4]","E[3,5]","E[3,6]","E[3,7]","E[3,8]","E[4,4]","E[4,5]","E[4,6]","E[4,7]","E[4,8]","E[5,5]","E[5,6]","E[5,7]","E[5,8]","E[6,6]","E[6,7]","E[6,8]","E[7,7]","E[7,8]","E[8,8]"
0,-90.0,-80.0,-180.0,180.0,21.69,1.511e-06,0.076125,0.27394,0.449,0.16137,0.0012562,0.051815,427.18,0.79407,0.21578,1.6085e-06,0.0,0.0,-4.5941e-07,0.0,0.0,-0.0053954,3.5714e-08,-6.5936e-07,3.9236e-06,0.0,-1.2427e-06,0.0,-3.6038e-07,0.00098139,-3.3256e-06,9.9785e-07,2.9494e-06,-1.1325e-07,-8.9277e-08,2.8653e-08,0.0036694,3.5858e-06,-5.3448e-06,1.3935e-06,0.0,0.0,0.00058501,-1.1972e-06,1.6118e-06,3.4855e-08,6.6466e-09,-8.0459e-05,4.6853e-08,3.8242e-07,1.283e-07,7.5009e-05,1.633e-07,4.8687e-07,59.638,0.0,0.0,8.0592e-05,-1.1773e-05,4.6219e-05
1,-80.0,-60.0,-180.0,-135.0,21.917,1.219e-06,0.088363,0.22232,0.45014,0.15223,0.0045528,0.08216,805.5,1.8242,0.49702,6.8781e-06,0.0,0.0,-2.051e-06,0.0,0.0,-0.022954,6.7586e-07,-2.8447e-06,1.6886e-05,0.0,-5.6308e-06,0.0,-1.7231e-06,0.0038646,-1.3265e-05,5.5956e-06,1.2446e-05,-3.2279e-07,-4.7426e-07,4.0627e-08,0.0159,1.5302e-05,-2.4016e-05,6.213e-06,0.0,0.0,0.0026409,-5.8804e-06,6.1898e-06,2.3246e-07,5.8356e-08,-0.00042271,1.1504e-07,2.1335e-06,7.8567e-07,0.00049901,4.2946e-07,2.3669e-06,253.75,0.0,0.0,0.00034785,-5.5362e-05,0.0001996
2,-80.0,-60.0,-135.0,-90.0,21.877,1.4485e-06,0.073996,0.25775,0.44824,0.1555,0.0013515,0.055366,443.76,1.0176,0.2768,6.2426e-06,0.0,0.0,-1.8194e-06,0.0,0.0,-0.020901,2.1803e-07,-2.6696e-06,1.531e-05,0.0,-4.9314e-06,0.0,-1.4372e-06,0.0037388,-1.2712e-05,4.1052e-06,1.1416e-05,-3.8623e-07,-3.6477e-07,1.06e-07,0.014175,1.3967e-05,-2.1009e-05,5.5032e-06,0.0,0.0,0.0023252,-4.8838e-06,6.1921e-06,1.49e-07,3.0024e-08,-0.00032196,1.6913e-07,1.5904e-06,5.3811e-07,0.00034589,5.9323e-07,1.9463e-06,230.93,0.0,0.0,0.00031626,-4.717e-05,0.00018278
3,-80.0,-60.0,-90.0,-45.0,21.692,1.554e-06,0.063503,0.27253,0.45109,0.15816,0.0024823,0.044953,252.53,0.48212,0.13062,5.9512e-06,0.0,0.0,-1.7012e-06,0.0,0.0,-0.019817,2.9967e-08,-2.5387e-06,1.4521e-05,0.0,-4.581e-06,0.0,-1.3168e-06,0.0036565,-1.2266e-05,3.4071e-06,1.0892e-05,-4.0419e-07,-3.2318e-07,1.2767e-07,0.013297,1.3212e-05,-1.9466e-05,5.1358e-06,0.0,0.0,0.0021499,-4.411e-06,6.0471e-06,1.2274e-07,2.1523e-08,-0.00028355,1.7841e-07,1.3784e-06,4.5168e-07,0.00028457,6.3126e-07,1.7587e-06,217.56,0.0,0.0,0.00029693,-4.2754e-05,0.00017248
4,-80.0,-60.0,-45.0,0.0,21.661,1.5517e-06,0.06606,0.2822,0.44403,0.16435,0.0013358,0.04484,240.79,0.55625,0.15086,6.6052e-06,0.0,0.0,-1.887e-06,0.0,0.0,-0.021972,4.3699e-08,-2.8076e-06,1.612e-05,0.0,-5.081e-06,0.0,-1.4625e-06,0.0040523,-1.3607e-05,3.8001e-06,1.2082e-05,-4.4265e-07,-3.5785e-07,1.4075e-07,0.014728,1.4656e-05,-2.1555e-05,5.6909e-06,0.0,0.0,0.0023889,-4.8884e-06,6.6734e-06,1.3571e-07,2.3902e-08,-0.0003129,1.9646e-07,1.5241e-06,5.024e-07,0.0003163,6.9838e-07,1.9523e-06,240.63,0.0,0.0,0.00032896,-4.7425e-05,0.00019083
5,-80.0,-60.0,0.0,45.0,21.678,1.5703e-06,0.068243,0.27855,0.4388,0.1596,0.0020395,0.043242,229.65,0.45553,0.12336,6.4847e-06,0.0,0.0,-1.8468e-06,0.0,0.0,-0.021599,1.0519e-08,-2.7278e-06,1.58e-05,0.0,-4.9622e-06,0.0,-1.4245e-06,0.0040063,-1.3408e-05,3.6498e-06,1.1856e-05,-4.3825e-07,-3.4744e-07,1.4396e-07,0.014455,1.4392e-05,-2.1098e-05,5.5648e-06,0.0,0.0,0.0023416,-4.7541e-06,6.5768e-06,1.3042e-07,2.228e-08,-0.00030489,1.952e-07,1.4772e-06,4.8259e-07,0.00030458,6.9761e-07,1.895e-06,236.77,0.0,0.0,0.00032289,-4.6317e-05,0.00018744
6,-80.0,-60.0,45.0,90.0,21.794,1.5384e-06,0.069858,0.26802,0.44436,0.15854,0.0032079,0.048803,233.0,0.6102,0.16558,6.2134e-06,0.0,0.0,-1.7872e-06,0.0,0.0,-0.020729,6.8721e-08,-2.6778e-06,1.5188e-05,0.0,-4.8166e-06,0.0,-1.3861e-06,0.0038057,-1.2826e-05,3.6516e-06,1.1379e-05,-4.191e-07,-3.4228e-07,1.2693e-07,0.013936,1.3864e-05,-2.0504e-05,5.3996e-06,0.0,0.0,0.0022626,-4.6696e-06,6.3295e-06,1.3194e-07,2.3719e-08,-0.00030116,1.8381e-07,1.4702e-06,4.8428e-07,0.00030695,6.4812e-07,1.8653e-06,228.14,0.0,0.0,0.00031267,-4.5323e-05,0.00018135
7,-80.0,-60.0,90.0,135.0,21.76,1.4952e-06,0.074855,0.27428,0.45074,0.15871,0.0021993,0.052625,337.96,0.66635,0.18091,6.0795e-06,0.0,0.0,-1.7593e-06,0.0,0.0,-0.020265,1.1508e-07,-2.6053e-06,1.488e-05,0.0,-4.7551e-06,0.0,-1.3756e-06,0.0036762,-1.2403e-05,3.7257e-06,1.1119e-05,-3.9597e-07,-3.4349e-07,1.1422e-07,0.013674,1.3505e-05,-2.0184e-05,5.315e-06,0.0,0.0,0.0022247,-4.6254e-06,6.1135e-06,1.3601e-07,2.5832e-08,-0.00030147,1.739e-07,1.4835e-06,4.959e-07,0.00031516,6.0701e-07,1.8553e-06,222.72,0.0,0.0,0.00030374,-4.4508e-05,0.00017664
8,-80.0,-60.0,135.0,180.0,21.741,1.3358e-06,0.085362,0.2561,0.45343,0.16307,0.001458,0.065614,661.45,1.5306,0.41686,6.7543e-06,0.0,0.0,-1.989e-06,0.0,0.0,-0.022474,4.2965e-07,-2.786e-06,1.651e-05,0.0,-5.3988e-06,0.0,-1.6037e-06,0.0038951,-1.3326e-05,4.9192e-06,1.2252e-05,-3.6554e-07,-4.2259e-07,8.5014e-08,0.015372,1.4957e-05,-2.2924e-05,5.9894e-06,0.0,0.0,0.0025477,-5.4646e-06,6.3445e-06,1.8669e-07,4.2176e-08,-0.00037166,1.5358e-07,1.8601e-06,6.5317e-07,0.00042146,5.4777e-07,2.1681e-06,246.74,0.0,0.0,0.00033832,-5.2066e-05,0.00019422
9,-60.0,-40.0,-180.0,-150.0,22.019,1.1495e-06,0.081607,0.19624,0.46531,0.14717,0.0080758,0.098434,691.33,1.4921,0.40633,1.0434e-05,0.0,0.0,-3.143e-06,0.0,0.0,-0.034935,1.5787e-06,-4.8405e-06,2.6227e-05,0.0,-8.8763e-06,0.0,-2.7251e-06,0.0056528,-2.0059e-05,9.2586e-06,1.9305e-05,-5.594e-07,-7.8923e-07,-8.6624e-09,0.024598,2.3956e-05,-3.7974e-05,9.8015e-06,0.0,0.0,0.0039653,-9.7658e-06,9.6824e-06,4.0644e-07,1.0591e-07,-0.00069535,9.0186e-08,3.5647e-06,1.3296e-06,0.00083954,3.9697e-07,3.8655e-06,390.57,0.0,0.0,0.00054162,-8.8691e-05,0.0003093
10,-60.0,-40.0,-150.0,-120.0,21.868,1.394e-06,0.066621,0.23519,0.46249,0.15315,0.0035427,0.063347,515.02,1.0658,0.28997,9.7586e-06,0.0,0.0,-2.8607e-06,0.0,0.0,-0.032853,7.977e-07,-4.4508e-06,2.4297e-05,0.0,-7.8957e-06,0.0,-2.2855e-06,0.0056622,-2.0009e-05,7.0199e-06,1.8158e-05,-6.6341e-07,-6.0431e-07,1.3121e-07,0.022552,2.2497e-05,-3.3802e-05,8.8326e-06,0.0,0.0,0.0036507,-8.2743e-06,9.8995e-06,2.5193e-07,5.2707e-08,-0.00052737,2.2398e-07,2.6272e-06,8.8803e-07,0.0005864,7.9293e-07,3.1566e-06,366.25,0.0,0.0,0.00050856,-7.8103e-05,0.00028857
11,-60.0,-40.0,-120.0,-90.0,21.816,1.5857e-06,0.045779,0.26634,0.4606,0.16202,0.0037883,0.046356,189.59,0.21736,0.058339,8.7129e-06,0.0,0.0,-2.4883e-06,0.0,0.0,-0.029341,2.6705e-07,-4.0876e-06,2.1648e-05,0.0,-6.8042e-06,0.0,-1.9236e-06,0.0053287,-1.854e-05,5.0912e-06,1.6331e-05,-6.9899e-07,-4.7745e-07,1.8575e-07,0.019797,2.0095e-05,-2.9218e-05,7.6879e-06,0.0,0.0,0.0031473,-6.8364e-06,9.4019e-06,1.7535e-07,2.8736e-08,-0.00041495,2.5329e-07,2.0178e-06,6.447e-07,0.00041765,9.0247e-07,2.6141e-06,326.76,0.0,0.0,0.00045191,-6.5484e-05,0.00025912
12,-60.0,-40.0,-90.0,-60.0,21.755,1.5532e-06,0.054879,0.26933,0.45522,0.15531,0.0049003,0.051078,75.411,0.13229,0.035114,8.6658e-06,0.0,0.0,-2.4875e-06,0.0,0.0,-0.029011,3.1682e-07,-4.0996e-06,2.1605e-05,0.0,-6.8414e-06,0.0,-1.9362e-06,0.0052224,-1.8253e-05,5.2442e-06,1.6252e-05,-6.8783e-07,-4.8514e-07,1.7423e-07,0.019651,1.9895e-05,-2.9247e-05,7.7106e-06,0.0,0.0,0.0031044,-6.876e-06,9.3016e-06,1.822e-07,3.1008e-08,-0.00041976,2.4875e-07,2.059e-06,6.6417e-07,0.0004273,8.6711e-07,2.6325e-06,321.81,0.0,0.0,0.0004464,-6.5051e-05,0.00025644
13,-60.0,-40.0,-60.0,-30.0,21.834,1.3798e-06,0.066113,0.2588,0.44726,0.16236,0.0060848,0.065185,290.48,0.53006,0.14371,9.2632e-06,0.0,0.0,-2.7365e-06,0.0,0.0,-0.030932,7.4362e-07,-4.4153e-06,2.3303e-05,0.0,-7.6312e-06,0.0,-2.2056e-06,0.0053049,-1.8822e-05,6.774e-06,1.7321e-05,-6.4374e-07,-5.8472e-07,1.1687e-07,0.021319,2.1235e-05,-3.2424e-05,8.5151e-06,0.0,0.0,0.0033965,-7.9112e-06,9.5071e-06,2.4823e-07,5.2804e-08,-0.0005062,2.1559e-07,2.556e-06,8.6506e-07,0.00055909,7.3502e-07,3.0497e-06,343.67,0.0,0.0,0.00047634,-7.2911e-05,0.00027402
14,-60.0,-40.0,-30.0,0.0,21.596,1.4919e-06,0.068473,0.27338,0.44317,0.16539,0.0038499,0.0459,289.83,0.63273,0.17174,9.9084e-06,0.0,0.0,-2.8504e-06,0.0,0.0,-0.033055,5.2082e-07,-4.425e-06,2.4527e-05,0.0,-7.8019e-06,0.0,-2.2231e-06,0.0058583,-2.0504e-05,6.3782e-06,1.8386e-05,-7.1259e-07,-5.6576e-07,1.9145e-07,0.022425,2.2562e-05,-3.3165e-05,8.7525e-06,0.0,0.0,0.003599,-7.9416e-06,1.0161e-05,2.1904e-07,4.0707e-08,-0.00048714,2.5877e-07,2.404e-06,7.8183e-07,0.00051518,9.3644e-07,2.9731e-06,364.37,0.0,0.0,0.00050546,-7.5177e-05,0.00028701
15,-60.0,-40.0,0.0,30.0,21.615,1.4536e-06,0.071162,0.25362,0.44813,0.16172,0.0052977,0.052101,297.84,0.66663,0.18099,9.8677e-06,0.0,0.0,-2.8582e-06,0.0,0.0,-0.032883,6.1187e-07,-4.4284e-06,2.4465e-05,0.0,-7.8507e-06,0.0,-2.248e-06,0.0057655,-2.0246e-05,6.6002e-06,1.8309e-05,-7.0075e-07,-5.7962e-07,1.7111e-07,0.022409,2.2461e-05,-3.3371e-05,8.7964e-06,0.0,0.0,0.0035946,-8.0604e-06,1.0067e-05,2.3077e-07,4.4795e-08,-0.00050026,2.484e-07,2.4784e-06,8.1776e-07,0.00053704,8.8612e-07,3.0311e-06,362.7,0.0,0.0,0.0005039,-7.5744e-05,0.0002862
16,-60.0,-40.0,30.0,60.0,21.649,1.5292e-06,0.064919,0.28162,0.44317,0.15887,0.0030515,0.049268,232.01,0.42345,0.1146,9.6258e-06,0.0,0.0,-2.7598e-06,0.0,0.0,-0.032162,4.2747e-07,-4.376e-06,2.3883e-05,0.0,-7.5565e-06,0.0,-2.1496e-06,0.0057683,-2.017e-05,5.9316e-06,1.7941e-05,-7.2717e-07,-5.4016e-07,1.902e-07,0.02177,2.2038e-05,-3.2257e-05,8.4974e-06,0.0,0.0,0.0034696,-7.6364e-06,1.0091e-05,2.0441e-07,3.5993e-08,-0.00046625,2.6453e-07,2.2892e-06,7.4494e-07,0.00048211,9.4404e-07,2.9048e-06,355.35,0.0,0.0,0.00049316,-7.2598e-05,0.00028112
17,-60.0,-40.0,60.0,90.0,21.893,1.4177e-06,0.072016,0.24561,0.44574,0.15733,0.0064014,0.068091,200.09,0.37326,0.1009,8.8635e-06,0.0,0.0,-2.6111e-06,0.0,0.0,-0.029669,6.1544e-07,-4.2366e-06,2.2252e-05,0.0,-7.2539e-06,0.0,-2.0861e-06,0.0051337,-1.8143e-05,6.2366e-06,1.6591e-05,-6.4465e-07,-5.4644e-07,1.2088e-07,0.02039,2.0352e-05,-3.0953e-05,8.1221e-06,0.0,0.0,0.0032419,-7.4864e-06,9.2619e-06,2.2651e-07,4.6035e-08,-0.00047429,2.1983e-07,2.3835e-06,8.0179e-07,0.00051851,7.3762e-07,2.8975e-06,330.18,0.0,0.0,0.0004571,-6.9252e-05,0.00026362
18,-60.0,-40.0,90.0,120.0,21.847,1.4382e-06,0.057752,0.26625,0.45025,0.15362,0.0062796,0.062937,291.48,0.48291,0.13083,8.9613e-06,0.0,0.0,-2.6246e-06,0.0,0.0,-0.030014,5.8812e-07,-4.2587e-06,2.2477e-05,0.0,-7.2766e-06,0.0,-2.0886e-06,0.0052181,-1.8463e-05,6.2098e-06,1.6782e-05,-6.5123e-07,-5.4338e-07,1.3405e-07,0.020577,2.0585e-05,-3.1073e-05,8.147e-06,0.0,0.0,0.0032818,-7.4652e-06,9.3584e-06,2.2137e-07,4.4052e-08,-0.00047203,2.2667e-07,2.356e-06,7.8621e-07,0.00050973,7.7417e-07,2.8833e-06,333.94,0.0,0.0,0.00046177,-6.9689e-05,0.00026592
19,-60.0,-40.0,120.0,150.0,21.66,1.4575e-06,0.06406,0.26782,0.45091,0.16852,0.0028662,0.052609,429.01,0.82882,0.22527,9.3954e-06,0.0,0.0,-2.7188e-06,0.0,0.0,-0.031449,5.942e-07,-4.2026e-06,2.3316e-05,0.0,-7.4651e-06,0.0,-2.1397e-06,0.0055206,-1.9396e-05,6.3096e-06,1.7454e-05,-6.5971e-07,-5.5062e-07,1.6566e-07,0.021416,2.1484e-05,-3.1791e-05,8.3652e-06,0.0,0.0,0.0034511,-7.675e-06,9.5771e-06,2.1815e-07,4.214e-08,-0.00047647,2.3704e-07,2.3543e-06,7.7747e-07,0.00051284,8.5005e-07,2.883e-06,347.88,0.0,0.0,0.00048233,-7.2558e-05,0.00027351
20,-60.0,-40.0,150.0,180.0,21.943,1.1515e-06,0.085334,0.22523,0.45428,0.15373,0.0059937,0.08359,968.82,2.2421,0.61109,1.0335e-05,0.0,0.0,-3.0944e-06,0.0,0.0,-0.03477,1.6146e-06,-4.5094e-06,2.5741e-05,0.0,-8.6491e-06,0.0,-2.6492e-06,0.0056153,-2.0067e-05,9.225e-06,1.8987e-05,-5.2029e-07,-7.6707e-07,1.8758e-08,0.024393,2.381e-05,-3.7152e-05,9.552e-06,0.0,0.0,0.0040047,-9.5921e-06,9.3734e-06,3.9035e-07,1.0195e-07,-0.00067719,8.2855e-08,3.4438e-06,1.2649e-06,0.00082842,4.3763e-07,3.6827e-06,388.27,0.0,0.0,0.00054218,-8.9139e-05,0.00030302
21,-40.0,-20.0,-180.0,-157.5,21.871,1.2517e-06,0.077559,0.21394,0.45943,0.15716,0.0058919,0.082126,844.76,1.8535,0.50501,1.3827e-05,0.0,0.0,-4.1875e-06,0.0,0.0,-0.047028,1.737e-06,-6.1516e-06,3.4437e-05,0.0,-1.1515e-05,0.0,-3.4163e-06,0.0071528,-2.6936e-05,1.1432e-05,2.5434e-05,-7.8629e-07,-9.3063e-07,8.1402e-08,0.032982,3.1142e-05,-4.8912e-05,1.2769e-05,0.0,0.0,0.005739,-1.2392e-05,1.3131e-05,4.3721e-07,1.0694e-07,-0.00084887,2.6686e-07,4.157e-06,1.4895e-06,0.0010377,8.3262e-07,4.7523e-06,529.74,0.0,0.0,0.00071844,-0.00011225,0.00040335
22,-40.0,-20.0,-157.5,-135.0,21.766,1.4709e-06,0.070616,0.22556,0.46415,0.16387,0.0034393,0.062726,438.05,0.83509,0.22698,1.2292e-05,0.0,0.0,-3.6308e-06,0.0,0.0,-0.041743,7.4363e-07,-5.6216e-06,3.0418e-05,0.0,-9.8361e-06,0.0,-2.7992e-06,0.0068103,-2.4877e-05,8.1563e-06,2.2753e-05,-8.9298e-07,-7.0767e-07,1.9438e-07,0.028678,2.7522e-05,-4.1801e-05,1.1052e-05,0.0,0.0,0.0048996,-1.0092e-05,1.2713e-05,2.8125e-07,5.4718e-08,-0.00064056,3.5498e-07,3.0644e-06,1.02e-06,0.00071595,1.1023e-06,3.842e-06,468.55,0.0,0.0,0.00063079,-9.2332e-05,0.00035932
23,-40.0,-20.0,-135.0,-112.5,21.77,1.6726e-06,0.042856,0.27147,0.45209,0.16614,0.0030027,0.04161,236.56,0.37772,0.10212,1.2475e-05,0.0,0.0,-3.5607e-06,0.0,0.0,-0.042596,1.9848e-07,-5.7888e-06,3.0675e-05,0.0,-9.5282e-06,0.0,-2.6679e-06,0.0074527,-2.649e-05,6.5316e-06,2.3188e-05,-1.04e-06,-6.3382e-07,2.9374e-07,0.028667,2.8207e-05,-4.082e-05,1.0823e-05,0.0,0.0,0.0048308,-9.5005e-06,1.3567e-05,2.2198e-07,3.2864e-08,-0.00057721,4.1666e-07,2.6644e-06,8.3771e-07,0.00057811,1.3864e-06,3.6002e-06,479.64,0.0,0.0,0.00064929,-8.9589e-05,0.00036789
24,-40.0,-20.0,-112.5,-90.0,21.815,1.6475e-06,0.046085,0.2657,0.44901,0.17159,0.0040862,0.045897,239.26,0.2882,0.077678,1.1136e-05,0.0,0.0,-3.2011e-06,0.0,0.0,-0.037973,2.0283e-07,-5.2215e-06,2.7476e-05,0.0,-8.6001e-06,0.0,-2.4062e-06,0.006579,-2.3415e-05,6.064e-06,2.0717e-05,-9.1592e-07,-5.771e-07,2.5105e-07,0.025659,2.5078e-05,-3.677e-05,9.752e-06,0.0,0.0,0.0043149,-8.5673e-06,1.2097e-05,2.0613e-07,3.1891e-08,-0.00052556,3.6977e-07,2.4433e-06,7.7101e-07,0.00053258,1.203e-06,3.2601e-06,428.09,0.0,0.0,0.00057577,-7.9869e-05,0.00032926
25,-40.0,-20.0,-90.0,-67.5,21.743,1.6144e-06,0.053004,0.26809,0.45442,0.15274,0.0048945,0.047231,164.56,0.26781,0.072112,1.1246e-05,0.0,0.0,-3.2471e-06,0.0,0.0,-0.038198,3.0173e-07,-5.2871e-06,2.7827e-05,0.0,-8.7551e-06,0.0,-2.4564e-06,0.0065353,-2.3559e-05,6.3824e-06,2.0955e-05,-9.1659e-07,-5.9398e-07,2.4037e-07,0.025906,2.5324e-05,-3.7382e-05,9.9033e-06,0.0,0.0,0.0043548,-8.7353e-06,1.2152e-05,2.1584e-07,3.4898e-08,-0.00053884,3.6656e-07,2.5187e-06,8.0367e-07,0.00055377,1.1868e-06,3.332e-06,429.07,0.0,0.0,0.00057984,-8.1174e-05,0.00033094
26,-40.0,-20.0,-67.5,-45.0,21.872,1.3581e-06,0.069271,0.24498,0.44407,0.16666,0.0061741,0.063665,589.99,1.3368,0.36396,1.2041e-05,0.0,0.0,-3.6202e-06,0.0,0.0,-0.040999,1.1528e-06,-5.5508e-06,3.0056e-05,0.0,-9.9191e-06,0.0,-2.8626e-06,0.006449,-2.4106e-05,9.1132e-06,2.2279e-05,-7.8702e-07,-7.5289e-07,1.3949e-07,0.028481,2.7219e-05,-4.2041e-05,1.1065e-05,0.0,0.0,0.0049134,-1.0447e-05,1.207e-05,3.26e-07,7.3047e-08,-0.00068245,2.9994e-07,3.3272e-06,1.1295e-06,0.00080053,9.3267e-07,3.9436e-06,462.1,0.0,0.0,0.00062823,-9.5068e-05,0.00035355
