PIXEL_INDEX,MIN_LAT,MAX_LAT,MIN_LON,MAX_LON,AM,NEUTRON_DEN,W_MGO,W_AL2O3,W_SIO2,W_CAO,W_TIO2,W_FEO,W_K,W_TH,W_U,"E[0,0]","E[0,1]","E[0,2]","E[0,3]","E[0,4]","E[0,5]","E[0,6]","E[0,7]","E[0,8]","E[1,1]","E[1,2]","E[1,3]","E[1,4]","E[1,5]","E[1,6]","E[1,7]","E[1,8]","E[2,2]","E[2,3]","E[2,4]","E[2,5]","E[2,6]","E[2,7]","E[2,8]","E[3,3]","E[3,4]","E[3,5]","E[3,6]","E[3,7]","E[3,8]","E[4,4]","E[4,5]","E[4,6]","E[4,7]","E[4,8]","E[5,5]","E[5,6]","E[5,7]","E[5,8]","E[6,6]","E[6,7]","E[6,8]","E[7,7]","E[7,8]","E[8,8]"
84,20.0,40.0,-22.5,0.0,22.973,7.2901e-07,0.096841,0.11808,0.38158,0.13859,0.036607,0.19803,2170.9,5.8278,1.59,1.6025e-05,0.0,0.0,-4.4781e-06,0.0,0.0,-0.055872,5.1583e-06,-5.6194e-06,3.8794e-05,0.0,-1.2981e-05,0.0,-5.2002e-06,0.007967,-2.6902e-05,1.9582e-05,2.7765e-05,2.2051e-07,-1.7822e-06,-4.495e-07,0.040235,3.6604e-05,-5.9601e-05,1.406e-05,0.0,0.0,0.0072824,-1.655e-05,8.2103e-06,1.5503e-06,4.8924e-07,-0.0017728,-1.0546e-06,8.5095e-06,4.0865e-06,0.0026021,-1.5966e-06,6.8997e-06,651.0,0.0,0.0,0.000884,-0.00015997,0.00047853
85,20.0,40.0,0.0,22.5,22.537,8.6569e-07,0.10914,0.14066,0.40549,0.14754,0.021764,0.16227,1810.7,4.4987,1.2271,1.627e-05,0.0,0.0,-4.735e-06,0.0,0.0,-0.056371,3.9213e-06,-5.8964e-06,3.934e-05,0.0,-1.3298e-05,0.0,-4.7077e-06,0.0081267,-2.8209e-05,1.8137e-05,2.8431e-05,-7.17e-08,-1.4979e-06,-2.379e-07,0.039895,3.6202e-05,-5.8868e-05,1.4459e-05,0.0,0.0,0.0073961,-1.6004e-05,1.027e-05,1.0668e-06,3.2449e-07,-0.0014011,-3.78e-07,7.0752e-06,3.0731e-06,0.002142,-4.8249e-07,6.4653e-06,644.94,0.0,0.0,0.00086126,-0.00014999,0.00047637
86,20.0,40.0,22.5,45.0,22.271,1.0993e-06,0.10211,0.18649,0.42424,0.14704,0.015302,0.11574,963.23,2.1228,0.57854,1.4324e-05,0.0,0.0,-4.2756e-06,0.0,0.0,-0.049254,1.9943e-06,-5.8251e-06,3.5104e-05,0.0,-1.1813e-05,0.0,-3.6734e-06,0.0074603,-2.6058e-05,1.3528e-05,2.5563e-05,-4.2933e-07,-1.0502e-06,2.5807e-08,0.034107,3.1238e-05,-5.0412e-05,1.2987e-05,0.0,0.0,0.0063525,-1.2998e-05,1.1547e-05,5.7984e-07,1.554e-07,-0.00093668,1.5523e-07,4.8747e-06,1.8348e-06,0.0013988,5.2916e-07,5.0987e-06,555.14,0.0,0.0,0.00072363,-0.0001176,0.00041971
87,20.0,40.0,45.0,67.5,21.799,1.3648e-06,0.10415,0.23402,0.42726,0.15569,0.0067603,0.080218,617.04,1.4196,0.38655,1.4527e-05,0.0,0.0,-4.2195e-06,0.0,0.0,-0.049564,8.8475e-07,-5.736e-06,3.502e-05,0.0,-1.1274e-05,0.0,-3.2736e-06,0.0081281,-2.7851e-05,1.0632e-05,2.5908e-05,-6.8167e-07,-8.385e-07,2.4198e-07,0.033235,3.1249e-05,-4.7491e-05,1.2568e-05,0.0,0.0,0.0062377,-1.1595e-05,1.3045e-05,3.61e-07,7.6479e-08,-0.00073161,3.7556e-07,3.7051e-06,1.2597e-06,0.0010283,1.1805e-06,4.375e-06,549.14,0.0,0.0,0.00071561,-0.00010806,0.00041366
88,20.0,40.0,67.5,90.0,21.777,1.4866e-06,0.088732,0.24177,0.44492,0.15119,0.0057047,0.066961,386.84,0.9916,0.26971,1.2678e-05,0.0,0.0,-3.6203e-06,0.0,0.0,-0.043273,3.9211e-07,-5.1311e-06,3.0488e-05,0.0,-9.6058e-06,0.0,-2.7447e-06,0.0073805,-2.4923e-05,8.169e-06,2.2737e-05,-7.0757e-07,-6.7538e-07,2.6722e-07,0.028684,2.7342e-05,-4.0538e-05,1.0791e-05,0.0,0.0,0.0053406,-9.6564e-06,1.1943e-05,2.6565e-07,4.8726e-08,-0.0005907,3.7273e-07,2.9242e-06,9.5959e-07,0.00078573,1.1988e-06,3.6465e-06,479.26,0.0,0.0,0.00062461,-9.1125e-05,0.00036324
89,20.0,40.0,90.0,112.5,21.776,1.4667e-06,0.075074,0.25161,0.43777,0.16569,0.0051142,0.071374,380.11,0.78636,0.21368,1.2934e-05,0.0,0.0,-3.7168e-06,0.0,0.0,-0.044064,4.3874e-07,-5.3861e-06,3.1348e-05,0.0,-9.9267e-06,0.0,-2.8415e-06,0.007474,-2.5314e-05,8.5738e-06,2.3287e-05,-7.1988e-07,-7.0137e-07,2.6472e-07,0.029298,2.7874e-05,-4.17e-05,1.1128e-05,0.0,0.0,0.0054121,-9.95e-06,1.2217e-05,2.8019e-07,5.2494e-08,-0.0006095,3.7724e-07,3.0517e-06,1.0102e-06,0.00081812,1.1975e-06,3.7747e-06,488.1,0.0,0.0,0.00063315,-9.2572e-05,0.00037123
90,20.0,40.0,112.5,135.0,21.679,1.6146e-06,0.06096,0.2611,0.44894,0.16882,0.0033026,0.054639,367.94,0.68769,0.18674,1.3031e-05,0.0,0.0,-3.6348e-06,0.0,0.0,-0.044573,1.7427e-08,-5.2471e-06,3.1092e-05,0.0,-9.5261e-06,0.0,-2.695e-06,0.0079551,-2.614e-05,7.125e-06,2.3356e-05,-8.0874e-07,-6.3621e-07,3.3303e-07,0.029109,2.8038e-05,-4.0248e-05,1.0777e-05,0.0,0.0,0.0053783,-9.3493e-06,1.261e-05,2.2905e-07,3.4732e-08,-0.00055729,4.0993e-07,2.6895e-06,8.5477e-07,0.0006979,1.381e-06,3.5324e-06,493.3,0.0,0.0,0.00063851,-8.9707e-05,0.00037218
91,20.0,40.0,135.0,157.5,21.761,1.5706e-06,0.071649,0.25155,0.44221,0.17424,0.0037978,0.05935,367.71,0.76525,0.20791,1.3984e-05,0.0,0.0,-3.942e-06,0.0,0.0,-0.047809,1.5959e-07,-5.7008e-06,3.3533e-05,0.0,-1.04e-05,0.0,-2.9431e-06,0.0084167,-2.7898e-05,8.1235e-06,2.5102e-05,-8.3977e-07,-7.0563e-07,3.3378e-07,0.031401,3.0185e-05,-4.3844e-05,1.1736e-05,0.0,0.0,0.0058011,-1.0312e-05,1.3468e-05,2.6238e-07,4.2915e-08,-0.00061796,4.3405e-07,3.0178e-06,9.6713e-07,0.00078929,1.4273e-06,3.8922e-06,530.27,0.0,0.0,0.00068822,-9.7899e-05,0.00040166
92,20.0,40.0,157.5,180.0,21.622,1.6759e-06,0.066321,0.28344,0.43023,0.17396,0.0031774,0.048474,260.03,0.66894,0.18162,1.4297e-05,0.0,0.0,-3.9414e-06,0.0,0.0,-0.048786,-1.237e-07,-5.7124e-06,3.397e-05,0.0,-1.0258e-05,0.0,-2.8989e-06,0.0088989,-2.9077e-05,7.1621e-06,2.5576e-05,-9.2494e-07,-6.7012e-07,3.9668e-07,0.031624,3.0838e-05,-4.3394e-05,1.1642e-05,0.0,0.0,0.0058228,-1.0001e-05,1.3962e-05,2.3221e-07,3.1824e-08,-0.00058717,4.5826e-07,2.8023e-06,8.7756e-07,0.00070926,1.5932e-06,3.7613e-06,538.94,0.0,0.0,0.00070361,-9.7149e-05,0.00040693
93,40.0,60.0,-180.0,-150.0,21.684,1.6889e-06,0.048202,0.27095,0.44607,0.15889,0.0029331,0.0435,231.93,0.41498,0.11229,1.1324e-05,0.0,0.0,-3.0893e-06,0.0,0.0,-0.038494,-3.5984e-07,-4.049e-06,2.6554e-05,0.0,-8.0361e-06,0.0,-2.2482e-06,0.0070873,-2.2681e-05,5.5478e-06,2.0087e-05,-6.5205e-07,-5.2782e-07,3.1044e-07,0.025445,2.4337e-05,-3.4123e-05,9.0787e-06,0.0,0.0,0.0043668,-7.6273e-06,1.0853e-05,1.7816e-07,2.4132e-08,-0.00048487,3.3636e-07,2.1865e-06,6.7646e-07,0.0005142,1.2168e-06,2.9493e-06,428.07,0.0,0.0,0.00054929,-7.7265e-05,0.00032253
94,40.0,60.0,-150.0,-120.0,21.712,1.697e-06,0.048207,0.28572,0.44465,0.16681,0.0018027,0.042137,325.08,0.4992,0.13528,1.1255e-05,0.0,0.0,-3.0696e-06,0.0,0.0,-0.038314,-3.5772e-07,-4.0196e-06,2.6382e-05,0.0,-7.9656e-06,0.0,-2.2286e-06,0.0070592,-2.2604e-05,5.5328e-06,1.9963e-05,-6.4498e-07,-5.2247e-07,3.1235e-07,0.025309,2.4222e-05,-3.392e-05,9.0018e-06,0.0,0.0,0.0043518,-7.5596e-06,1.0787e-05,1.7529e-07,2.3545e-08,-0.00047956,3.3235e-07,2.1644e-06,6.6693e-07,0.00050978,1.2162e-06,2.9171e-06,426.63,0.0,0.0,0.00054678,-7.6895e-05,0.00032101
95,40.0,60.0,-120.0,-90.0,21.739,1.567e-06,0.061842,0.27745,0.4369,0.16706,0.0023835,0.046202,545.06,1.1784,0.32071,1.0514e-05,0.0,0.0,-2.9269e-06,0.0,0.0,-0.035815,-5.5036e-09,-3.6502e-06,2.475e-05,0.0,-7.6551e-06,0.0,-2.1535e-06,0.0062885,-2.0768e-05,6.2377e-06,1.8611e-05,-5.1402e-07,-5.2523e-07,2.6021e-07,0.02397,2.2709e-05,-3.2501e-05,8.5859e-06,0.0,0.0,0.0041959,-7.4737e-06,9.6714e-06,1.9014e-07,3.1758e-08,-0.00048157,2.8508e-07,2.2178e-06,6.9828e-07,0.00055754,1.0351e-06,2.813e-06,398.85,0.0,0.0,0.00051534,-7.5486e-05,0.00029842
96,40.0,60.0,-90.0,-60.0,22.202,1.0885e-06,0.091042,0.21208,0.41721,0.15351,0.011356,0.094879,1430.8,3.5146,0.95848,1.1232e-05,0.0,0.0,-3.2791e-06,0.0,0.0,-0.038646,1.4949e-06,-3.6264e-06,2.6822e-05,0.0,-8.9137e-06,0.0,-2.7704e-06,0.005728,-2.0565e-05,1.0862e-05,1.9746e-05,-1.7299e-07,-8.1207e-07,4.5785e-08,0.02726,2.4766e-05,-3.8738e-05,9.7281e-06,0.0,0.0,0.0049012,-9.7722e-06,8.2865e-06,4.3631e-07,1.2006e-07,-0.00076382,4.7578e-08,3.7058e-06,1.3728e-06,0.0010672,3.8285e-07,3.7957e-06,437.04,0.0,0.0,0.00057315,-9.604e-05,0.00032345
97,40.0,60.0,-60.0,-30.0,22.599,8.2356e-07,0.095878,0.16721,0.38827,0.14862,0.021216,0.13669,2563.7,6.6115,1.8039,1.2325e-05,0.0,0.0,-3.4708e-06,0.0,0.0,-0.042992,3.0806e-06,-3.3026e-06,2.897e-05,0.0,-9.635e-06,0.0,-3.4915e-06,0.0059293,-2.1574e-05,1.4355e-05,2.1201e-05,1.7899e-07,-1.1672e-06,-1.6879e-07,0.031121,2.7985e-05,-4.4095e-05,1.0366e-05,0.0,0.0,0.00561,-1.1679e-05,6.6186e-06,8.4834e-07,2.6818e-07,-0.0011634,-4.9158e-07,5.4458e-06,2.3586e-06,0.00169,-5.5511e-07,4.7286e-06,496.3,0.0,0.0,0.0006672,-0.00012048,0.00035702
98,40.0,60.0,-30.0,0.0,22.585,8.3108e-07,0.11,0.15998,0.38466,0.14628,0.021538,0.15059,2223.3,5.6143,1.5317,1.2936e-05,0.0,0.0,-3.6653e-06,0.0,0.0,-0.044804,3.0872e-06,-3.702e-06,3.0647e-05,0.0,-1.0256e-05,0.0,-3.7024e-06,0.0061932,-2.2287e-05,1.4951e-05,2.2343e-05,1.5083e-07,-1.2269e-06,-1.932e-07,0.032485,2.9071e-05,-4.6608e-05,1.1038e-05,0.0,0.0,0.0057839,-1.2273e-05,7.1754e-06,8.8949e-07,2.7895e-07,-0.0012156,-4.7556e-07,5.7497e-06,2.504e-06,0.0017455,-5.9254e-07,5.0649e-06,515.52,0.0,0.0,0.00068581,-0.00012318,0.00037544
99,40.0,60.0,0.0,30.0,22.189,9.6785e-07,0.10275,0.19853,0.40758,0.15002,0.013502,0.1157,1785.3,4.4447,1.2124,1.298e-05,0.0,0.0,-3.7569e-06,0.0,0.0,-0.04459,2.3096e-06,-3.8869e-06,3.0797e-05,0.0,-1.0281e-05,0.0,-3.3836e-06,0.0063799,-2.3087e-05,1.3602e-05,2.2589e-05,-5.0126e-08,-1.0436e-06,-3.9537e-08,0.031788,2.8661e-05,-4.5284e-05,1.1137e-05,0.0,0.0,0.0057171,-1.1683e-05,8.4996e-06,6.3375e-07,1.8684e-07,-0.00099308,-1.2774e-07,4.7986e-06,1.9091e-06,0.0014271,7.1568e-08,4.6174e-06,504.67,0.0,0.0,0.00066695,-0.00011543,0.00036973
100,40.0,60.0,30.0,60.0,21.973,1.2129e-06,0.098556,0.23289,0.42391,0.14962,0.0072046,0.086004,1085.0,2.3945,0.6527,1.1857e-05,0.0,0.0,-3.4504e-06,0.0,0.0,-0.040497,1.0319e-06,-3.9423e-06,2.8267e-05,0.0,-9.2857e-06,0.0,-2.7712e-06,0.0062491,-2.1945e-05,1.0163e-05,2.0898e-05,-3.099e-07,-7.6637e-07,1.1844e-07,0.028174,2.5702e-05,-3.9756e-05,1.0199e-05,0.0,0.0,0.0050392,-9.7297e-06,9.5079e-06,3.6548e-07,9.1087e-08,-0.00070823,1.7226e-07,3.4334e-06,1.219e-06,0.00096004,6.615e-07,3.7779e-06,453.45,0.0,0.0,0.00058657,-9.4734e-05,0.00033742
101,40.0,60.0,60.0,90.0,21.749,1.4273e-06,0.071509,0.26087,0.43353,0.15645,0.0052273,0.059942,632.06,1.2019,0.32712,1.0673e-05,0.0,0.0,-3.0385e-06,0.0,0.0,-0.036224,2.8742e-07,-3.7185e-06,2.5385e-05,0.0,-8.0657e-06,0.0,-2.3048e-06,0.0060374,-2.0466e-05,7.4123e-06,1.8925e-05,-4.4335e-07,-5.8633e-07,2.1219e-07,0.024648,2.2928e-05,-3.4136e-05,8.96e-06,0.0,0.0,0.0043279,-7.983e-06,9.4567e-06,2.3449e-07,4.7129e-08,-0.00053607,2.5655e-07,2.534e-06,8.3242e-07,0.00066069,9.0485e-07,3.0526e-06,402.97,0.0,0.0,0.00051671,-7.8402e-05,0.0003021
102,40.0,60.0,90.0,120.0,21.613,1.6053e-06,0.068019,0.27452,0.43805,0.15893,0.0032578,0.044401,463.43,0.87893,0.23895,1.0452e-05,0.0,0.0,-2.879e-06,0.0,0.0,-0.035482,-1.4476e-07,-3.5057e-06,2.4436e-05,0.0,-7.489e-06,0.0,-2.1042e-06,0.0063383,-2.0518e-05,5.7706e-06,1.8413e-05,-5.2974e-07,-5.0622e-07,2.727e-07,0.023615,2.2307e-05,-3.1751e-05,8.4165e-06,0.0,0.0,0.0041139,-7.2126e-06,9.6201e-06,1.7866e-07,2.781e-08,-0.00046469,2.9016e-07,2.1148e-06,6.6157e-07,0.00052231,1.0556e-06,2.7239e-06,392.84,0.0,0.0,0.00050294,-7.268e-05,0.00029333
103,40.0,60.0,120.0,150.0,21.664,1.597e-06,0.059642,0.26727,0.43923,0.17004,0.0024296,0.047182,381.81,0.6798,0.18458,1.0926e-05,0.0,0.0,-3.0255e-06,0.0,0.0,-0.03707,-1.4979e-07,-3.8071e-06,2.5722e-05,0.0,-7.9196e-06,0.0,-2.223e-06,0.0065872,-2.1445e-05,6.1474e-06,1.9353e-05,-5.5783e-07,-5.3576e-07,2.7695e-07,0.024746,2.3368e-05,-3.3493e-05,8.8881e-06,0.0,0.0,0.0042855,-7.607e-06,1.0137e-05,1.904e-07,3.0249e-08,-0.00048983,3.0573e-07,2.2485e-06,7.0731e-07,0.00055314,1.0927e-06,2.9049e-06,410.98,0.0,0.0,0.00052543,-7.5937e-05,0.00030877
104,40.0,60.0,150.0,180.0,21.687,1.6131e-06,0.053347,0.27821,0.43551,0.16999,0.0024427,0.047451,339.45,0.52048,0.14109,1.1456e-05,0.0,0.0,-3.1688e-06,0.0,0.0,-0.038893,-1.931e-07,-4.0652e-06,2.7042e-05,0.0,-8.3082e-06,0.0,-2.3305e-06,0.0069541,-2.2623e-05,6.3328e-06,2.0347e-05,-6.0495e-07,-5.5826e-07,2.9255e-07,0.02594,2.4565e-05,-3.5194e-05,9.3328e-06,0.0,0.0,0.0044709,-7.9463e-06,1.0765e-05,1.9691e-07,3.0426e-08,-0.00051087,3.2742e-07,2.3423e-06,7.3627e-07,0.00057022,1.1633e-06,3.0595e-06,431.8,0.0,0.0,0.000552,-7.9311e-05,0.00032523
105,60.0,80.0,-180.0,-135.0,21.733,1.591e-06,0.055936,0.26351,0.44684,0.15676,0.0029182,0.044922,210.94,0.39458,0.10672,7.9191e-06,0.0,0.0,-2.1669e-06,0.0,0.0,-0.02663,1.4916e-07,-2.6453e-06,1.8592e-05,0.0,-5.6895e-06,0.0,-1.5912e-06,0.0046745,-1.5661e-05,5.2322e-06,1.4068e-05,-3.8581e-07,-3.9472e-07,1.8979e-07,0.018053,1.7166e-05,-2.4725e-05,6.3931e-06,0.0,0.0,0.003004,-5.7945e-06,7.0747e-06,1.3974e-07,2.1946e-08,-0.00037297,2.2255e-07,1.6508e-06,5.136e-07,0.00038333,7.5051e-07,2.0476e-06,294.97,0.0,0.0,0.00038915,-5.78e-05,0.00022538
106,60.0,80.0,-135.0,-90.0,21.796,1.5313e-06,0.056111,0.26431,0.43822,0.15659,0.0028768,0.049719,435.44,0.82008,0.22288,7.6205e-06,0.0,0.0,-2.1026e-06,0.0,0.0,-0.025741,2.6184e-07,-2.4982e-06,1.7924e-05,0.0,-5.5428e-06,0.0,-1.5591e-06,0.0044201,-1.4982e-05,5.4088e-06,1.3525e-05,-3.3861e-07,-3.9358e-07,1.6801e-07,0.017553,1.6588e-05,-2.4127e-05,6.2065e-06,0.0,0.0,0.0029515,-5.7237e-06,6.6632e-06,1.4482e-07,2.4855e-08,-0.00037357,2.0326e-07,1.6634e-06,5.2673e-07,0.00039947,6.8144e-07,2.0178e-06,286.04,0.0,0.0,0.00037752,-5.7163e-05,0.00021723
107,60.0,80.0,-90.0,-45.0,21.755,1.3711e-06,0.076793,0.2613,0.43226,0.15524,0.0040055,0.0532,1009.0,2.0797,0.56676,7.6384e-06,0.0,0.0,-2.1395e-06,0.0,0.0,-0.025858,5.9962e-07,-2.2316e-06,1.7852e-05,0.0,-5.6406e-06,0.0,-1.6157e-06,0.0042104,-1.4633e-05,6.2768e-06,1.3409e-05,-2.4606e-07,-4.3255e-07,1.3649e-07,0.017878,1.6623e-05,-2.4639e-05,6.2624e-06,0.0,0.0,0.0030694,-6.0471e-06,6.1362e-06,1.7691e-07,3.7179e-08,-0.00041372,1.5778e-07,1.8608e-06,6.0763e-07,0.00047857,5.6498e-07,2.0758e-06,287.36,0.0,0.0,0.00038134,-6.0597e-05,0.00021439
108,60.0,80.0,-45.0,0.0,21.827,1.1746e-06,0.086522,0.25742,0.42814,0.16792,0.0049497,0.06338,1805.1,4.0166,1.0955,8.6465e-06,0.0,0.0,-2.4455e-06,0.0,0.0,-0.029481,1.2123e-06,-2.219e-06,2.0092e-05,0.0,-6.4805e-06,0.0,-1.9405e-06,0.0044923,-1.6174e-05,8.3493e-06,1.5021e-05,-1.3372e-07,-5.6159e-07,9.1422e-08,0.020743,1.9e-05,-2.8663e-05,7.1108e-06,0.0,0.0,0.003643,-7.3179e-06,6.091e-06,2.6872e-07,6.8575e-08,-0.00054507,8.13e-08,2.4699e-06,8.6098e-07,0.00068415,4.2111e-07,2.5079e-06,329.26,0.0,0.0,0.00044231,-7.4254e-05,0.00024099
109,60.0,80.0,0.0,45.0,21.734,1.2493e-06,0.073956,0.26873,0.44212,0.16559,0.0045371,0.056735,1463.2,3.0278,0.8256,8.5582e-06,0.0,0.0,-2.4148e-06,0.0,0.0,-0.029025,9.6945e-07,-2.3776e-06,1.999e-05,0.0,-6.4095e-06,0.0,-1.8775e-06,0.0045353,-1.6093e-05,7.7796e-06,1.4958e-05,-1.9546e-07,-5.2683e-07,1.1817e-07,0.020288,1.866e-05,-2.8041e-05,7.061e-06,0.0,0.0,0.0035223,-7.0548e-06,6.3899e-06,2.3655e-07,5.6367e-08,-0.00050562,1.2673e-07,2.2939e-06,7.7532e-07,0.00061446,5.1135e-07,2.4123e-06,322.92,0.0,0.0,0.00043026,-7.0594e-05,0.00023846
110,60.0,80.0,45.0,90.0,21.661,1.5003e-06,0.062655,0.28535,0.43276,0.15303,0.0032823,0.044175,577.81,1.0901,0.29659,7.6093e-06,0.0,0.0,-2.099e-06,0.0,0.0,-0.025616,3.1935e-07,-2.3703e-06,1.7807e-05,0.0,-5.5099e-06,0.0,-1.5528e-06,0.0043528,-1.4808e-05,5.5364e-06,1.3428e-05,-3.1265e-07,-3.9613e-07,1.6834e-07,0.017489,1.6442e-05,-2.3951e-05,6.1567e-06,0.0,0.0,0.0029611,-5.7078e-06,6.471e-06,1.4782e-07,2.6509e-08,-0.0003757,1.936e-07,1.6707e-06,5.28e-07,0.00040717,6.6369e-07,1.9783e-06,283.36,0.0,0.0,0.0003738,-5.7109e-05,0.00021364
111,60.0,80.0,90.0,135.0,21.681,1.5428e-06,0.052287,0.27233,0.44166,0.16028,0.0028837,0.041798,467.97,0.96678,0.26293,7.2823e-06,0.0,0.0,-1.9972e-06,0.0,0.0,-0.024526,2.4434e-07,-2.3108e-06,1.7037e-05,0.0,-5.2328e-06,0.0,-1.4701e-06,0.0042353,-1.4316e-05,5.0839e-06,1.2878e-05,-3.2015e-07,-3.6988e-07,1.6992e-07,0.016677,1.5793e-05,-2.275e-05,5.8633e-06,0.0,0.0,0.002809,-5.4e-06,6.2959e-06,1.3416e-07,2.272e-08,-0.00035077,1.919e-07,1.5501e-06,4.8533e-07,0.00037149,6.6389e-07,1.8721e-06,271.5,0.0,0.0,0.00035916,-5.4284e-05,0.00020544
112,60.0,80.0,135.0,180.0,21.711,1.5821e-06,0.049747,0.2699,0.44662,0.16352,0.0025016,0.044326,256.05,0.4512,0.12218,7.9129e-06,0.0,0.0,-2.1656e-06,0.0,0.0,-0.026594,1.5469e-07,-2.6325e-06,1.8605e-05,0.0,-5.6968e-06,0.0,-1.5947e-06,0.0046501,-1.558e-05,5.3022e-06,1.4064e-05,-3.7699e-07,-3.9559e-07,1.9001e-07,0.018048,1.711e-05,-2.4708e-05,6.3929e-06,0.0,0.0,0.0030013,-5.7934e-06,7.0234e-06,1.4059e-07,2.234e-08,-0.0003737,2.2018e-07,1.6538e-06,5.1611e-07,0.00038543,7.4288e-07,2.0427e-06,294.38,0.0,0.0,0.00038715,-5.762e-05,0.0002248
113,80.0,90.0,-180.0,180.0,21.719,1.4639e-06,0.065698,0.26777,0.43846,0.15711,0.0027167,0.049327,729.96,1.26,0.34297,2.0293e-06,0.0,0.0,-5.6113e-07,0.0,0.0,-0.0070041,7.9798e-08,-4.2224e-07,4.646e-06,0.0,-1.4549e-06,0.0,-4.1603e-07,0.0012462,-3.881e-06,1.3894e-06,3.4934e-06,-7.7803e-08,-1.0638e-07,4.2646e-08,0.0046869,4.3299e-06,-6.3354e-06,1.6247e-06,0.0,0.0,0.00082511,-1.5111e-06,1.6515e-06,4.0723e-08,8.0173e-09,-9.6377e-05,4.8357e-08,4.5166e-07,1.4517e-07,0.0001159,1.7746e-07,5.2296e-07,76.346,0.0,0.0,9.8388e-05,-1.4946e-05,5.5438e-05
